Date,Year,Month,Sea_Surface_Temperature_C,Atmospheric_Pressure_hPa,Humidity_pct,Wind_Shear_ms,Vorticity_s^-1,Ocean_Depth_m,Proximity_to_Coast_km,Pre_Existing_Disturbance,Cyclone_Formation
11/15/2026,2026,11,29.14,995.47,91.2,7.34,6.65E-05,2281.5,222.86,0,1
12/15/2026,2026,12,29.94,1003.23,82.9,6.63,4.68E-05,1924,26.33,0,1
1/15/2026,2026,1,27.01,1007.92,87.6,3.88,3.76E-05,3357.7,121.13,0,0
2/15/2026,2026,2,29.9,999.52,78.2,14.43,7.91E-05,1619.3,196.48,0,0
3/15/2026,2026,3,30.33,1007.68,98.5,19.9,8.07E-05,1474.1,16.92,0,0
4/15/2026,2026,4,30.36,1010.55,83.2,10.87,4.46E-05,2046.9,271.93,1,1
5/15/2026,2026,5,27.28,1011.33,75.8,6.73,8.10E-05,2843.7,243.98,1,0
6/15/2026,2026,6,27.54,999.74,90.1,8.58,6.94E-05,2356.5,169.17,0,1
7/15/2026,2026,7,30.62,1011.24,91.4,11.94,9.88E-05,391.8,121.06,0,1
8/15/2026,2026,8,30.63,1004.09,88.7,8.7,6.61E-05,2233.1,300.04,0,1
9/15/2026,2026,9,27.99,1009.92,77.9,1.6,7.82E-05,1795.2,103.8,1,1
10/15/2026,2026,10,27.67,1013.09,75.9,10.6,3.26E-05,3060.5,141.23,0,0
11/15/2026,2026,11,30.42,1003.99,83.7,7.46,5.97E-05,477.8,93.55,1,1
12/15/2026,2026,12,26.92,1009.52,74.1,13.1,4.29E-05,2373.4,125.62,0,1
1/15/2026,2026,1,30.06,1002.94,84.5,13.06,5.70E-05,3266.5,151.73,0,1
2/15/2026,2026,2,27.29,1000.72,79.2,4.92,6.59E-05,3310.3,329.27,0,1
3/15/2026,2026,3,27.54,1013.41,89.6,16.19,6.44E-05,1988.1,138.09,0,1
4/15/2026,2026,4,29.37,999.37,78.6,2.59,8.91E-05,1004.2,285.02,0,1
5/15/2026,2026,5,30.05,1013.41,92.7,6.49,5.44E-05,497.7,123,1,0
6/15/2026,2026,6,30.09,1012.52,81.8,0.61,6.25E-05,3487.5,105.27,0,0
7/15/2026,2026,7,29.42,1000.11,62.7,3.42,5.26E-05,225.8,221.37,0,1
8/15/2026,2026,8,28.2,1004.28,77.3,8.31,4.96E-05,840.9,296.55,1,1
9/15/2026,2026,9,28.27,1006.7,76.8,15.05,9.30E-05,294.4,235.42,0,1
10/15/2026,2026,10,29.52,999.91,83.8,0.93,4.74E-05,3321.1,51.43,0,1
11/15/2026,2026,11,30.06,1007.02,78.5,7.38,1.61E-05,1282,287.22,0,0
12/15/2026,2026,12,28.16,1003.83,95.9,11.88,2.97E-05,2280.6,71.83,0,1
1/15/2026,2026,1,28.39,1005.43,91.7,0.9,8.66E-05,949.9,34.29,0,1
2/15/2026,2026,2,28.5,999.73,74.4,2.27,0.00010078,622.8,137.05,0,1
3/15/2026,2026,3,29.28,1000.95,77.2,12.58,7.26E-05,1752.1,87.12,0,0
4/15/2026,2026,4,28.08,1005.63,88.4,5.62,0.00010452,1081.1,240.13,1,1
5/15/2026,2026,5,29.19,1009.25,66,5.68,6.16E-05,1829.8,244.87,0,1
6/15/2026,2026,6,29.46,1011.38,93.2,3.38,4.51E-05,2766.8,246.06,1,1
7/15/2026,2026,7,29.82,996.37,82.2,7.75,5.51E-05,3115.5,185.32,0,1
8/15/2026,2026,8,29.75,1005.03,88.7,8.26,6.69E-05,315.7,272.18,0,1
9/15/2026,2026,9,27.7,1018.34,88.7,5.28,0.00010037,418.1,255.04,0,0
10/15/2026,2026,10,29.28,1008.44,90.4,14.83,9.54E-05,419.7,247.6,0,1
11/15/2026,2026,11,29.74,999,79,7.5,4.82E-05,2233.4,157.62,1,1
12/15/2026,2026,12,28.38,1003.05,88.2,4.47,5.39E-05,733.4,296.52,0,1
1/15/2026,2026,1,28.73,1008.52,86.6,12.57,5.80E-05,2915.3,180.56,0,1
2/15/2026,2026,2,30.88,1011.9,76.2,8.41,5.86E-05,3157,152.02,0,1
3/15/2026,2026,3,26.84,1013.49,87.3,9.96,6.19E-05,288.1,101.39,0,1
4/15/2026,2026,4,31.81,1017.19,65.3,6.34,4.25E-05,1680.7,26.85,0,1
5/15/2026,2026,5,30.67,1009.37,98.7,9.05,5.43E-05,2584.8,226.48,0,1
6/15/2026,2026,6,28.84,1011.23,85.2,11.45,8.15E-05,1204.1,179.29,1,1
7/15/2026,2026,7,31.16,1016.54,85.9,0.26,3.90E-05,814,167.55,1,1
8/15/2026,2026,8,28.05,1018.38,84.5,7.45,6.32E-05,2626.9,175.08,0,1
9/15/2026,2026,9,29.84,1006.92,88.4,4.97,4.31E-05,1564.2,246.43,0,1
10/15/2026,2026,10,27.54,1008.39,95.8,0.77,1.99E-05,1783.5,163.26,0,1
11/15/2026,2026,11,31.1,1016.95,90.1,15.6,5.23E-05,3444.1,218.2,1,1
12/15/2026,2026,12,28.44,1008.66,91.3,7.29,0.00011737,1586.5,250.59,0,0
1/15/2026,2026,1,30.25,1003.06,80.8,14.55,5.06E-05,2841.5,305.11,0,1
2/15/2026,2026,2,29.47,1010.01,98,5.73,6.11E-05,1596.5,273.12,0,1
3/15/2026,2026,3,28.77,1004.94,85.9,11.44,5.82E-05,1830.9,200.22,0,0
4/15/2026,2026,4,28.56,1012.53,78.9,6.72,7.32E-05,1024.8,265.1,0,0
5/15/2026,2026,5,32.26,1004.42,81.6,5.95,2.78E-05,2940.7,76.46,0,1
6/15/2026,2026,6,28.41,1018.34,66.6,0.23,7.52E-05,3455.6,203.18,1,0
7/15/2026,2026,7,29.86,1006.77,89.4,10.33,6.92E-05,2093.7,275.8,1,1
8/15/2026,2026,8,30.04,1007.13,90.7,9.97,5.69E-05,1132.3,136.21,1,1
9/15/2026,2026,9,30.6,1008.7,69.9,5.5,7.62E-05,2327.1,63.14,1,1
10/15/2026,2026,10,30.55,999.18,93.9,7.96,5.27E-05,648.9,283.04,0,1
11/15/2026,2026,11,27.9,1010.58,83.9,12.77,4.33E-05,1163.3,74.51,0,0
12/15/2026,2026,12,29.21,1013.11,88.5,7.88,4.31E-05,1431.6,189.62,0,1
1/15/2026,2026,1,30.03,992.5,87.3,12.2,4.06E-05,1356.4,80.61,0,0
2/15/2026,2026,2,29.59,1006,85.8,1.95,7.53E-05,3393.9,195.62,0,1
3/15/2026,2026,3,28.4,1007.95,83.9,7.69,9.00E-05,3091.4,246.18,0,1
4/15/2026,2026,4,28.67,1006.03,72.2,7.87,3.74E-05,1480.8,235.5,1,0
5/15/2026,2026,5,29.16,1011.01,79.5,6.49,4.76E-05,3421.2,172.1,0,0
6/15/2026,2026,6,27.86,1005.01,92.9,8.9,5.20E-05,1551.1,297.25,0,1
7/15/2026,2026,7,29.18,1006.16,70.3,5.32,0.00011543,1882.4,201.3,0,1
8/15/2026,2026,8,29.93,1007.02,87.7,8.81,7.13E-05,1406.7,120.11,0,1
9/15/2026,2026,9,29.88,1010.52,89.7,9.63,7.58E-05,3356.2,172.66,0,1
10/15/2026,2026,10,29.84,1001.79,73.7,11.42,4.23E-05,3033.1,238.72,0,0
11/15/2026,2026,11,28.15,1010.89,93.4,15.28,7.82E-05,184.3,193.59,0,1
12/15/2026,2026,12,27.26,1002.19,90,4.84,4.38E-05,1511.7,21.12,0,1
1/15/2026,2026,1,29.63,1011.63,93.3,14.54,4.40E-05,3460.5,145.66,0,0
2/15/2026,2026,2,28.36,1005.33,88.3,0.29,1.38E-05,3214.1,235.49,0,0
3/15/2026,2026,3,29.69,997.01,84.7,3.75,8.87E-05,1200.5,112.67,0,1
4/15/2026,2026,4,31.11,1008.87,80.2,10.92,7.62E-05,1509.5,82.91,0,1
5/15/2026,2026,5,29.45,1004.87,97.7,17.91,6.82E-05,2070.7,166.38,1,1
6/15/2026,2026,6,28.95,1011.32,89.4,5.96,8.94E-05,2649.5,283.7,0,1
7/15/2026,2026,7,28.33,1010.42,88.7,6.39,3.85E-05,1264.4,187.58,0,0
8/15/2026,2026,8,28.08,1012.9,85.8,9.94,7.78E-05,3544.2,34.58,0,1
9/15/2026,2026,9,30.76,1010.14,79.3,10.05,5.02E-05,2376.9,119.52,0,1
10/15/2026,2026,10,26.29,1012.47,75.7,6.9,8.57E-05,678.9,200.95,0,0
11/15/2026,2026,11,28.98,1012.74,70.7,6.79,9.60E-05,1942.2,197.41,1,0
12/15/2026,2026,12,30.64,1013.12,78,2.57,5.03E-05,800.4,176.34,1,1
1/15/2026,2026,1,27.99,1000.94,83.5,10.78,5.03E-05,1150.7,244,0,1
2/15/2026,2026,2,29.13,1011.17,89.5,9.24,6.17E-05,3358.9,188.44,1,1
3/15/2026,2026,3,28.88,1017.33,80.9,2.35,6.83E-05,369.5,263.19,0,1
4/15/2026,2026,4,29.9,1004.2,80.5,7.2,6.93E-05,960.4,338.39,0,1
5/15/2026,2026,5,30.94,1010.43,75.2,13.01,5.91E-05,1073.3,219.48,0,1
6/15/2026,2026,6,28.69,1015.85,87.9,14.39,6.62E-05,2507.6,125.71,0,1
7/15/2026,2026,7,28,1011.35,85.7,14.79,0.00011641,3540.4,81.43,0,1
8/15/2026,2026,8,28.43,1003.29,74.9,10.61,5.90E-05,665.5,262.62,0,0
9/15/2026,2026,9,31.55,1006.03,83.8,12.35,5.12E-05,923.5,113.32,0,1
10/15/2026,2026,10,31.58,1014.74,86.5,8.12,6.80E-05,3173.1,278.95,0,1
11/15/2026,2026,11,29.71,1002.27,83.3,4.4,6.48E-05,3520.5,171.96,0,0
12/15/2026,2026,12,29.94,1012.06,81.6,12.27,4.05E-05,3215.4,151.7,0,1
1/15/2026,2026,1,28.45,1012.82,77.8,1.19,5.68E-05,3054.1,306.97,0,1
2/15/2026,2026,2,30.42,1010.23,85.4,7.86,6.65E-05,3512.8,182.29,0,1
3/15/2026,2026,3,28.9,1010.95,77.7,8.62,7.39E-05,1434,148.86,0,1
4/15/2026,2026,4,28.19,1008.5,87,9.3,6.30E-05,2442.8,57,1,0
5/15/2026,2026,5,29.51,1009.17,83.1,5.3,6.67E-05,3463.4,240.8,0,1
6/15/2026,2026,6,28.84,1008.02,79.1,7.67,5.65E-05,1710.3,91.36,1,1
7/15/2026,2026,7,29.46,1007.92,61,14.9,5.61E-05,260.3,348.2,0,0
8/15/2026,2026,8,29.17,999.04,101.8,14.2,6.01E-05,2425.3,253.15,1,0
9/15/2026,2026,9,29.63,1007.83,80.9,11.71,3.88E-05,913.9,128.53,0,1
10/15/2026,2026,10,29.36,1011.63,74.8,6.31,1.54E-05,2542,324.39,0,0
11/15/2026,2026,11,31.46,1006.85,76.4,11.92,3.35E-05,573.7,314.07,1,1
12/15/2026,2026,12,30.1,1004.64,78.3,10.51,3.51E-05,112,73.24,1,1
1/15/2026,2026,1,28.81,1010.41,86.2,13.48,8.96E-05,2496.8,215.52,0,1
2/15/2026,2026,2,29.84,999.98,89.6,1.36,5.20E-05,2401.5,345.29,0,1
3/15/2026,2026,3,28.51,994.98,83.1,3.74,6.15E-05,1001.5,207.53,0,0
4/15/2026,2026,4,29.2,1008.07,89.4,10.11,7.14E-05,2356.7,214.84,0,1
